sku,date,units_sold,revenue,promotion_flag,stockout_flag
EL-1007,2024-03-01,682,154943.58,0,0
EL-1007,2024-04-01,805,182887.95,0,0
EL-1007,2024-05-01,1164,264449.16,1,0
EL-1007,2024-06-01,895,203335.05,0,0
EL-1007,2024-07-01,811,184251.09,0,0
EL-1007,2024-08-01,807,183342.33,0,0
EL-1007,2024-09-01,1157,262858.83,1,0
EL-1007,2024-10-01,651,147900.69,0,0
EL-1007,2024-11-01,510,115866.9,0,0
EL-1007,2024-12-01,490,111323.1,0,0
EL-1007,2025-01-01,547,124272.93,0,0
EL-1007,2025-02-01,702,159487.38,0,0
EL-1007,2025-03-01,803,182433.57,0,0
EL-1007,2025-04-01,867,196973.73,0,0
EL-1007,2025-05-01,1536,348963.84,1,0
EL-1007,2025-06-01,965,219238.35,0,0
EL-1007,2025-07-01,887,201517.53,0,0
EL-1007,2025-08-01,906,205834.14,0,0
EL-1007,2025-09-01,843,191521.17,0,0
EL-1007,2025-10-01,743,168802.17,0,0
EL-1007,2025-11-01,636,144492.84,0,0
EL-1007,2025-12-01,637,144720.03,0,0
EL-1007,2026-01-01,941,213785.79,1,0
EL-1007,2026-02-01,784,178116.96,0,0
EL-1007,2026-03-01,899,204243.81,0,0
EL-1007,2026-04-01,963,218783.97,0,0
EL-1007,2026-05-01,1072,243547.68,0,0
EL-1007,2026-06-01,1053,239231.07,0,0
EL-1008,2023-06-01,738,45246.78,0,0
EL-1008,2023-07-01,694,42549.14,0,0
EL-1008,2023-08-01,681,41752.11,0,0
EL-1008,2023-09-01,650,39851.5,0,0
EL-1008,2023-10-01,550,33720.5,0,0
EL-1008,2023-11-01,420,25750.2,0,0
EL-1008,2023-12-01,420,25750.2,0,0
EL-1008,2024-01-01,405,24830.55,0,0
EL-1008,2024-02-01,594,36418.14,0,0
EL-1008,2024-03-01,697,42733.07,0,0
EL-1008,2024-04-01,1015,62229.65,1,0
EL-1008,2024-05-01,887,54381.97,0,0
EL-1008,2024-06-01,884,54198.04,0,0
EL-1008,2024-07-01,785,48128.35,0,0
EL-1008,2024-08-01,753,46166.43,0,0
EL-1008,2024-09-01,754,46227.74,0,0
EL-1008,2024-10-01,678,41568.18,0,0
EL-1008,2024-11-01,550,33720.5,0,0
EL-1008,2024-12-01,676,41445.56,1,0
EL-1008,2025-01-01,550,33720.5,0,0
EL-1008,2025-02-01,708,43407.48,0,0
EL-1008,2025-03-01,745,45675.95,0,0
EL-1008,2025-04-01,923,56589.13,0,0
EL-1008,2025-05-01,944,57876.64,0,0
EL-1008,2025-06-01,518,31758.58,1,1
EL-1008,2025-07-01,901,55240.31,0,0
EL-1008,2025-08-01,884,54198.04,0,0
EL-1008,2025-09-01,814,49906.34,0,0
EL-1008,2025-10-01,1130,69280.3,1,0
EL-1008,2025-11-01,603,36969.93,0,0
EL-1008,2025-12-01,579,35498.49,0,0
EL-1008,2026-01-01,622,38134.82,0,0
EL-1008,2026-02-01,768,47086.08,0,0
EL-1008,2026-03-01,906,55546.86,0,0
EL-1008,2026-04-01,979,60022.49,0,0
EL-1008,2026-05-01,1077,66030.87,0,0
EL-1008,2026-06-01,638,39115.78,1,1
EL-1009,2023-06-01,774,165465.72,0,0
EL-1009,2023-07-01,700,149646,0,0
EL-1009,2023-08-01,697,149004.66,0,0
EL-1009,2023-09-01,637,136177.86,0,0
EL-1009,2023-10-01,685,146439.3,1,0
EL-1009,2023-11-01,442,94490.76,0,0
EL-1009,2023-12-01,413,88291.14,0,0
EL-1009,2024-01-01,412,88077.36,0,0
EL-1009,2024-02-01,606,129550.68,0,0
EL-1009,2024-03-01,651,139170.78,0,0
EL-1009,2024-04-01,792,169313.76,0,0
EL-1009,2024-05-01,870,185988.6,0,0
EL-1009,2024-06-01,902,192829.56,0,0
EL-1009,2024-07-01,1028,219765.84,1,0
EL-1009,2024-08-01,1143,244350.54,1,0
EL-1009,2024-09-01,719,153707.82,0,0
EL-1009,2024-10-01,655,140025.9,0,0
EL-1009,2024-11-01,537,114799.86,0,0
EL-1009,2024-12-01,654,139812.12,1,0
EL-1009,2025-01-01,522,111593.16,0,0
EL-1009,2025-02-01,709,151570.02,0,0
EL-1009,2025-03-01,787,168244.86,0,0
EL-1009,2025-04-01,899,192188.22,0,0
EL-1009,2025-05-01,1391,297367.98,1,0
EL-1009,2025-06-01,973,208007.94,0,0
EL-1009,2025-07-01,909,194326.02,0,0
EL-1009,2025-08-01,914,195394.92,0,0
EL-1009,2025-09-01,799,170810.22,0,0
EL-1009,2025-10-01,1066,227889.48,1,0
EL-1009,2025-11-01,631,134895.18,0,0
EL-1009,2025-12-01,847,181071.66,1,0
EL-1009,2026-01-01,660,141094.8,0,0
EL-1009,2026-02-01,764,163327.92,0,0
EL-1009,2026-03-01,919,196463.82,0,0
EL-1009,2026-04-01,998,213352.44,0,0
EL-1009,2026-05-01,615,131474.7,1,1
EL-1009,2026-06-01,1115,238364.7,0,0
EL-1010,2023-06-01,765,122690.7,0,0
EL-1010,2023-07-01,722,115794.36,0,0
EL-1010,2023-08-01,674,108096.12,0,0
EL-1010,2023-09-01,576,92378.88,0,0
EL-1010,2023-10-01,726,116435.88,1,0
EL-1010,2023-11-01,604,96869.52,1,0
EL-1010,2023-12-01,400,64152,0,0
EL-1010,2024-01-01,447,71689.86,0,0
EL-1010,2024-02-01,542,86925.96,0,0
EL-1010,2024-03-01,683,109539.54,0,0
EL-1010,2024-04-01,804,128945.52,0,0
EL-1010,2024-05-01,831,133275.78,0,0
EL-1010,2024-06-01,872,139851.36,0,0
EL-1010,2024-07-01,810,129907.8,0,0
EL-1010,2024-08-01,787,126219.06,0,0
EL-1010,2024-09-01,1006,161342.28,1,0
EL-1010,2024-10-01,613,98312.94,0,0
EL-1010,2024-11-01,502,80510.76,0,0
EL-1010,2024-12-01,673,107935.74,1,0
EL-1010,2025-01-01,542,86925.96,0,0
EL-1010,2025-02-01,681,109218.78,0,0
EL-1010,2025-03-01,761,122049.18,0,0
EL-1010,2025-04-01,902,144662.76,0,0
EL-1010,2025-05-01,956,153323.28,0,0
EL-1010,2025-06-01,998,160059.24,0,0
EL-1010,2025-07-01,896,143700.48,0,0
EL-1010,2025-08-01,352,56453.76,0,1
EL-1010,2025-09-01,849,136162.62,0,0
EL-1010,2025-10-01,762,122209.56,0,0
EL-1010,2025-11-01,620,99435.6,0,0
EL-1010,2025-12-01,607,97350.66,0,0
EL-1010,2026-01-01,665,106652.7,0,0
